,id,desc,name,idLabels,nameLabel,color,yy
0,5dc7765564fb7a67b6b4ebce,,Shadow of Mordor,5c773e16c7522c4e23a71269,Game,purple,
1,5ded0f42131b2349f17f7edf,,Ovos verdes e presunto,5c773e16c7522c4e23a71267,Anime/Cartoon,orange,
2,5e0b7cebbb3635630f8a2877,,Bacurau,5c773e16c7522c4e23a71268,Movie,green,
3,5d1bed4fd6a44c534b3fd566,,Atlanta,5c773e16c7522c4e23a71264,TV Series,yellow,
4,5da10e3b982ccc3ee6a7e942,,Alladin,5c773e16c7522c4e23a71268,Movie,green,
5,5d757c1e65e9395fedc6c542,,Titans,5c773e16c7522c4e23a71264,TV Series,yellow,
6,5d3e142e4978703369fa8759,,Yakusoku no neverland,5c773e16c7522c4e23a71267,Anime/Cartoon,orange,
7,5d30baeeaf34700bead9c1e4,,Coherence,5c773e16c7522c4e23a71268,Movie,green,
